날짜,회사,그룹,제목,요약,매체,링크,회차
2026-07-15 13:33,농협은행,NH,"강태영 농협은행장 ""농식품 펀드, 2030년까지 8000억 키운다""","농협은행, 농식품 펀드 규모 8000억원까지 확대 / 농식품성장투자단은 농식품 펀드 운용사(GP) 역할, 시중은행 중 유일한 농식품·애그테크 분야 전용 펀드 운영 / 투자 단위 50억원 이상으로 높일 방침, 책임투자 원칙 강화",머니투데이,https://n.news.naver.com/mnews/article/008/0005386444?sid=101,10
2026-07-15 13:10,기업은행,정책,"기업은행 신임 부행장, 정은지 이동운 정광석","IBK기업은행, 조직개편 및 정기인사 실시 (w/IBK기업은행) / 본부장급 3명 부행장으로 선임, 정은지 소비자금융그룹 부행장, 이동운 AX전략그룹 부행장, 정광석 글로벌사업그룹 부행장 / 생산적포용금융부 신설, 디지털그룹 AX전략그룹으로 재편, AX 컨트롤타워 구축",,https://www.naeil.com/news/read/595466?ref=naver,10
2026-07-15 12:08,신한카드,신한,"신한카드·동양생명, 중앙대 총동문회 제휴카드·'우리WON하는mini고혈압...","* 신한카드와 동양생명이 중앙대학교 총동문회와 제휴카드와 보험 상품을 출시함 / * 신한카드의 중앙대 신한카드는 더베스트 엑스오, 디스카운트 플랜 플러스, 플리 3종으로 출시되어 각종 혜택과 할인 서비스를 제공하고, 동양생명의 우리WON하는mini고혈압당뇨보험은 고혈압 치료비 또는 당뇨병 진단금을 보장하는 사전 예방형 상품임 / * 신한카드와 동양생명의 제휴카드와 보험 상품 출시로 중앙대학교 총동문회 회원들에게 다양한 금융 서비스와 보험 혜택을 제공할 계획임",,http://www.wsobi.com/news/articleView.html?idxno=315269,4
2026-07-15 12:02,NH농협은행,NH,"[경제소식] NH농협은행, '농식품 테크 스타트업 창업 박람회' 개최","NH농협은행, 농식품 테크 스타트업 창업 박람회(AFPRO 2026) 개최 / 농식품 스타트업 홍보 부스와 NH투자로드쇼 운영, 약 220개사 전시 부스 구성 / 농식품 펀드 운용과 육성·투자한 기업 성과 소개, 투자 유치와 사업 협력 기회 모색 중",,http://www.4th.kr/news/articleView.html?idxno=2114782,10
2026-07-15 11:50,KB국민카드,KB,"[은행가] KB국민카드 '국민극장' 영상 공개·NH농협은행, 청소년 대상 이...","KB국민카드, 소상공인 응원 캠페인 '국민극장' 영상 공개 / NH농협은행, 청소년 대상 '올원 틴즈 여름방학 연구소' 이벤트 진행 중 / KB국민은행, 개인형IRP 비대면 가입 고객 대상 '찬란한 내일로 가는 개인형IRP 탑승권 발권 중' 이벤트 진행 중",,https://www.slist.kr/news/articleView.html?idxno=751952,10
2026-07-15 11:50,KB금융,KB,"KB금융, 현업 주도형 AI 핵심인재 육성...""데이터가 곧 경쟁력""","* KB금융그룹이 인공지능 중심의 전사적인 체질 개선을 가속화하고 현장 맞춤형 전문 인력을 키워내기 위해 대규모 자리를 마련하고 실무 직결형 핵심 인재 육성 과정의 본격적인 가동에 나섬 / * KB금융은 2026년 상반기 그룹 AI·데이터 혁신 세미나를 개최하고 실전형 AI 인재 양성 프로그램 ‘KB AI 랩’을 출범했으며, 세미나에서는 KB금융 AI 전략을 바탕으로 AI 에이전트와 데이터를 실제 업무에 적용한 주요 혁신 사례들이 소개됨 / * KB금융그룹은 이번 운영 결과를 바탕으로 KB AI 랩을 그룹 전 계열사로 단계적으로 확대해 현업 중심의 AI 실행 역량을 지속적으로 강화해 나갈 계획임",,http://www.updownnews.co.kr/news/articleView.html?idxno=317983,4
2026-07-15 11:40,하나금융,하나,"하나금융, '청라 시대' 개막...인천 거점 금융체계 강화","하나금융그룹, 인천 청라국제도시 그룹 헤드쿼터 이전 / 9월 입주 시작, 10개 계열사 2,200명 근무, 지역 밀착형 금융서비스 확대 / 통합데이터센터, 하나글로벌캠퍼스, IT 계열사, AI(인공지능)와 데이터 기반 디지털 전환 가속화",,https://www.redian.org/news/articleView.html?idxno=256978,10
2026-07-15 11:40,KB증권,KB,"""오늘 반도체 급등, CPI보다 과매도 영향"" - KB증권",,,http://www.metroseoul.co.kr/article/20260715500164,9
2026-07-15 11:34,JP모건,해외,"JP모건, 직원들에 ""단순 업무에 비싼 AI 사용 말라""",* JP모건체이스가 직원들에게 단순 업무에 값비싼 인공지능(AI) 도구 사용을 자제하라고 지시함 / * JP모건의 제레미 바넘 최고재무책임자는 애널리스트 보고서를 요약하는 데 최첨단 모델을 사용할 필요가 없다고 말하며 목적에 맞는 적절한 AI 모델을 사용하는 것이 중요함 / * 미국 금융업계에서 AI 모델 활용이 급증하는 가운데 JP모건과 다른 금융 기관들은 적절한 AI 모델을 사용하여 비용을 절감하고 효율성을 높이려는 전략적 접근을 하고 있음,연합뉴스,https://n.news.naver.com/mnews/article/001/0016195799?sid=101,4
2026-07-15 11:32,NH농협생명,NH,"NH농협생명, AI OCR 도입한 통합 이미지 시스템 새 단장…보험업무 디지...","* NH농협생명이 AI OCR 기술을 도입한 통합 이미지 시스템 구축을 마무리하고 보험업무 디지털 전환에 나서고 있음 / * 시스템은 기존 이미지 관리 체계를 재구축하고 AI OCR 기술을 도입해 지급심사와 방카슈랑스 영업, 언더라이팅, 자산운용 등 업무 과정에서 문서를 자동으로 읽어내고 분류하는 방식임 / * 이를 통해 디지털 업무 혁신과 고객 서비스 경쟁력을 높이고, 결과적으로 고객에게 더 신속한 서비스를 제공할 수 있을 것으로 기대되고 있음",,https://www.tournews21.com/news/articleView.html?idxno=138647,4
2026-07-15 11:28,HSBC,해외,"Arm Stock Falls After HSBC Downgrade, Citing Limited Near-Term AI Upside",* HSBC가 Arm Holdings의 평가를 하락시켜서 Arm 주가가 하락함 / * Arm 주가는 6% 하락한 후에 약간 회복되어 $282.26로 거래됨 / * Arm의 장기적인 AI 성장 가능성은 이미 주가에 반영되어서 단기적으로 추가 상승이 어려울 것으로 보임,,https://www.econotimes.com/Arm-Stock-Falls-After-HSBC-Downgrade-Citing-Limited-Near-Term-AI-Upside-1746768,4
2026-07-15 11:10,BNK금융그룹,지방,"BNK금융그룹, 부산∙경남은행 산업금융전략팀 신설 등 조직 개편",,뉴시스,https://n.news.naver.com/mnews/article/003/0014068033?sid=102,5
2026-07-15 11:10,BNK금융그룹,지방,“지역금융 본연의 역할 하겠다”…BNK금융그룹 하반기조직개편,,,https://www.kukinews.com/article/view/kuk202607150063,4
2026-07-15 11:02,BNK금융그룹,지방,"BNK금융그룹, 하반기 조직개편 실시…""지역 주력산업 지원 강화""",* BNK금융그룹이 하반기 조직개편을 실시하고 지역 주력산업 지원과 미래금융 대응에 초점을 맞춤 / * 지주에 부울경 경제연구팀과 ESG전략팀을 신설하고 부산·경남은행에는 산업금융전략팀을 신설하여 지역 산업 밀착 지원 체계를 강화함 / * 지역 주력산업에 대한 생산적금융 공급을 확대하고 미래금융 대응을 강화하는 것을 목표로 하며 지역과 함께 성장하는 미래금융을 실현하기 위한 조직개편임,노컷뉴스,https://n.news.naver.com/mnews/article/079/0004168594?sid=102,4
2026-07-15 11:00,신한카드,신한,[뉴스워커_신한카드] 중앙대와 맞손… 35만 동문 위한 '맞춤형 제휴카드...,"* 신한카드가 중앙대학교와 제휴해 35만 중앙대학교 동문의 자부심과 결속력을 담은 '중앙대학교 총동문회 제휴 신한카드'를 출시함 / * 중앙대 신한카드는 동문의 다양한 라이프스타일과 니즈를 반영해 3종으로 구성되어 있으며, 연회비는 상품별로 1만 5천 원부터 최대 32만 원까지 다양하게 구성되어 선택의 폭을 넓혔음 / * 신한카드는 이번 제휴카드를 통해 단순한 금융상품을 넘어 35만 동문의 연결을 공고히 하는 플랫폼이 될 것으로 기대되며, 앞으로도 대학 및 동문 사회의 특성을 반영한 차별화된 서비스를 지속적으로 확대할 방침임",,http://www.newsworker.co.kr/news/articleView.html?idxno=436479,5
2026-07-15 10:58,NH농협은행,NH,"""난 방학 때 갓생러? 도파민 중독?""… NH올원뱅크, 10대 겨냥 '여름방학...",* NH농협은행이 모바일 플랫폼 NH올원뱅크에서 청소년 고객을 대상으로 특별 이벤트를 진행함 / * 청소년들이 자신의 여름방학 일상과 라이프스타일에 따라 네 가지 유형 중 하나를 선택하는 참여형 콘텐츠를 제공함 / * 이벤트에 참여한 청소년 고객들에게 추첨을 통해 총 20명의 고객에게 각각 5만원 상당의 경품을 제공함,,http://www.dailysmart.co.kr/news/articleView.html?idxno=126905,9
2026-07-15 10:56,동양생명,우리,"동양생명, 중증 되기 전에 예방…'mini고혈압당뇨보험' 선봬","동양생명, 중증 질환 예방을 위한 'mini고혈압당뇨보험' 출시 / 고혈압 치료비와 당뇨병 진단금 보장, 1년 만기 일시납 구조 적용 / 최대 10만원의 보험금 지급, 건강 이상 신호 조기 확인과 체계적인 건강 관리 지원",,http://www.newscape.co.kr/news/articleView.html?idxno=123336,10
2026-07-15 10:53,NH농협은행,NH,"쿠도커뮤니케이션, AI 웰니스 솔루션 'HEALLO' NH농협은행 서울지역 100여...","* 쿠도커뮤니케이션이 AI 기반 비접촉 건강지표 분석 솔루션 'HEALLO'를 NH농협은행 서울지역 100여개 지점에 공급함 / * 헬로는 카메라 기반 AI 영상 분석 기술을 활용해 얼굴 영상을 분석하고 생체 신호 기반 건강지표를 참고 정보 형태로 제공하는 비접촉 웰니스 솔루션임 / * 쿠도커뮤니케이션은 헬로 적용 분야를 금융권을 넘어 유통, 공공, 복지, 교육시설 등으로 확대할 계획임",전자신문,https://n.news.naver.com/mnews/article/030/0003447996?sid=105,4
2026-07-15 10:52,신한투자증권,신한,은행·증권 한 계좌로…신한투자증권 SOL LINK 흥행,"* 신한투자증권의 통합 계좌 'SOL LINK'의 신규 개설 수가 출시 10일 만에 10만좌를 넘어섬 / * 신한투자증권이 계좌 출시를 기념해 국내주식을 100만원 이상 거래하고 잔고 100만원 이상을 유지한 고객을 대상으로 추첨 이벤트를 진행함 / * 금융그룹들이 은행과 증권 서비스를 연결한 통합 플랫폼을 강화하고 있으며, KB금융과 하나금융도 은행 계좌 조회와 증권 서비스를 연계하는 통합 플랫폼을 운영함",,http://www.srtimes.kr/news/articleView.html?idxno=207591,9
2026-07-15 10:48,국민은행,KB,"국민은행, 서울교통공사 주거래 연임…2030년까지 전담","KB국민은행, 서울교통공사 주거래은행 선정 (w/서울교통공사) / 2027년부터 2030년까지 4년간 공사 자금 운용과 결제 업무 총괄 / 운영자금 관리와 디지털 금융서비스 제공 예정",디지털타임스,https://n.news.naver.com/mnews/article/029/0003037162?sid=101,10
2026-07-15 10:46,토스,핀테크,"""외국인 결제 원단말 해결""…쿠콘, 토스플레이스에 글로벌페이 연동",* 쿠콘이 토스의 오프라인 결제 플랫폼 토스플레이스에 글로벌 페이 서비스를 연동함 / * 토스플레이스 결제 단말기에 50여 개 글로벌 페이 서비스를 연동해 방한 외국인 관광객의 국내 결제 편의성을 높임 / * 소상공인들이 추가 투자 없이 외국인 결제를 유치할 수 있는 환경을 조성하고 글로벌 성장 지원을 강화 중임,뉴스1,https://n.news.naver.com/mnews/article/421/0009060528?sid=101,4
2026-07-15 10:36,한국투자증권,비지주,"한국투자증권, 제9회 리서치챌린지 시상…예비 애널리스트 발굴 확대","* 한국투자증권이 제9회 리서치챌린지 시상식을 열고 우수 참가자를 선정함 / * 리서치챌린지 참가자들은 시장과 산업을 분석하고 투자 아이디어를 제시하는 과정을 통해 리서치 실무를 경험할 수 있으며, 수상자에게는 채용연계형 인턴십 참여 기회와 최종 면접을 거쳐 리서치 애널리스트로 채용하는 등 인재 육성 프로그램을 운영함 / * 한국투자증권은 리서치챌린지를 통해 금융시장과 산업에 대한 분석 역량을 갖춘 인재를 발굴하고, 예비 애널리스트들이 실무 경험과 성장 기회를 쌓을 수 있도록 지원할 방침임",,https://www.viva100.com/article/20260715500511,4
2026-07-15 10:16,신한금융,신한,신한금융 롯데손보 품나…'비은행 퍼즐' 완성 기대,,,https://www.asiatime.co.kr/article/20260714500392,10
2026-07-15 10:04,우리은행,우리,"은행권, 얼굴인증 로그인 '계륵'…우리은행 제한적 재개",* 우리은행이 얼굴인증 로그인 서비스를 재개했지만 로그인 기능은 제외하고 추가 본인확인이 필요한 경우에 한해 제한적으로 사용이 가능함 / * 우리은행은 인증수단의 특성과 보안 수준을 고려해 이용 범위를 축소하고 우리WON인증서는 로그인 및 금융거래 인증수단으로 인증수단별 용도를 명확히 조정함 / * 은행권은 얼굴인증을 로그인 수단으로 활용하기보다는 신분증 진위 확인이나 이상거래 탐지 과정에서 추가 인증수단으로 활용하는 방향으로 무게중심을 옮기고 있으며 당분간 얼굴인증이 주 인증수단으로 자리 잡기는 어려울 것으로 전망됨,,https://www.sisaon.co.kr/news/articleView.html?idxno=202707,5
2026-07-15 10:02,우리금융,우리,"우리금융, ‘1석 2조’ 든든아침 프로젝트…“아이들 밥 챙기고 골목상...","우리금융, 아동 결식 문제 해결과 지역 경제 활성화 프로젝트 (w/인천광역시교육청, 월드비전) / 우리금융미래재단의 사업 기획과 재원 지원, 인천광역시교육청의 학교 모집과 행정지원, 월드비전의 지역 소상공인 발굴과 사업 운영 / 인천지역 초등학교 10곳의 결식 우려 아동 200명 대상, 학교 인근 소상공인의 아침 식사 조리와 배송, 전용 웹페이지를 통한 데이터 관리와 위생 교육",디지털타임스,https://n.news.naver.com/mnews/article/029/0003037149?sid=101,10
2026-07-15 10:02,신한은행,신한,"""차장 패스하고 부지점장 직행"" 신한은행 파격 인사에… 내부선 ""제2의 ...","신한은행, 파격적인 조기 승진 인사 시행 / 6년 만에 연공서열을 깬 인사로 과장급 직원 5명이 차장 직급을 건너뛰고 부지점장으로 승격 / 고위험 상품 판매 실적에 집중된 인사로 내부통제 담당 직원들이 소외되고 리스크 관리에 문제가 생길 수 있다는 우려",,https://www.the-today.com/news/articleView.html?idxno=87624,10
